region,site_nom,question,reponse_attendue
Auvergne-Rhône-Alpes,Ruines de la chapelle Notre-Dame du Roc-Vignonnet,Quel est le numéro de département pour le site 'Ruines de la chapelle Notre-Dame du Roc-Vignonnet' en Auvergne-Rhône-Alpes ?,15
Auvergne-Rhône-Alpes,Ruines de la chapelle Notre-Dame du Roc-Vignonnet,A quel code départemental est rattaché le lieu 'Ruines de la chapelle Notre-Dame du Roc-Vignonnet' ?,15
Auvergne-Rhône-Alpes,Ruines de la chapelle Notre-Dame du Roc-Vignonnet,Donnez le numéro de département correspondant à : Ruines de la chapelle Notre-Dame du Roc-Vignonnet (Auvergne-Rhône-Alpes).,15
Normandie,Manoir de Mailloc,Le site 'Manoir de Mailloc' est-il un musée ou un monument historique ?,Monument historique
Normandie,Manoir de Mailloc,Quelle est la classification officielle de 'Manoir de Mailloc' en Normandie ?,Monument historique
Normandie,Manoir de Mailloc,'Manoir de Mailloc' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Occitanie,Ancienne école de Médecine,Localisation de 'Ancienne école de Médecine' en Occitanie : dans quelle commune se trouve-t-il précisément ?,Toulouse
Occitanie,Ancienne école de Médecine,"Concernant le patrimoine de la région Occitanie, pouvez-vous nommer la ville où est situé le site 'Ancienne école de Médecine' ?",Toulouse
Occitanie,Ancienne école de Médecine,Où est situé 'Ancienne école de Médecine' (Occitanie) ? Donnez uniquement le nom de la commune.,Toulouse
Centre-Val de Loire,Distillerie de Bou,Localisation de 'Distillerie de Bou' en Centre-Val de Loire : dans quelle commune se trouve-t-il précisément ?,"Bou, 45"
Centre-Val de Loire,Distillerie de Bou,"Concernant le patrimoine de la région Centre-Val de Loire, pouvez-vous nommer la ville où est situé le site 'Distillerie de Bou' ?","Bou, 45"
Centre-Val de Loire,Distillerie de Bou,Où est situé 'Distillerie de Bou' (Centre-Val de Loire) ? Donnez uniquement le nom de la commune.,"Bou, 45"
Île-de-France,Château de Beynes,Localisation de 'Château de Beynes' en Île-de-France : dans quelle commune se trouve-t-il précisément ?,Beynes
Île-de-France,Château de Beynes,"Concernant le patrimoine de la région Île-de-France, pouvez-vous nommer la ville où est situé le site 'Château de Beynes' ?",Beynes
Île-de-France,Château de Beynes,Où est situé 'Château de Beynes' (Île-de-France) ? Donnez uniquement le nom de la commune.,Beynes
Normandie,Manoir de Mailloc,Localisation de 'Manoir de Mailloc' en Normandie : dans quelle commune se trouve-t-il précisément ?,Cailly-sur-Eure
Normandie,Manoir de Mailloc,"Concernant le patrimoine de la région Normandie, pouvez-vous nommer la ville où est situé le site 'Manoir de Mailloc' ?",Cailly-sur-Eure
Normandie,Manoir de Mailloc,Où est situé 'Manoir de Mailloc' (Normandie) ? Donnez uniquement le nom de la commune.,Cailly-sur-Eure
Centre-Val de Loire,Château Gaillard,Le site 'Château Gaillard' est-il un musée ou un monument historique ?,Monument historique
Centre-Val de Loire,Château Gaillard,Quelle est la classification officielle de 'Château Gaillard' en Centre-Val de Loire ?,Monument historique
Centre-Val de Loire,Château Gaillard,'Château Gaillard' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Auvergne-Rhône-Alpes,Haras national d'Annecy,Localisation de 'Haras national d'Annecy' en Auvergne-Rhône-Alpes : dans quelle commune se trouve-t-il précisément ?,"Annecy, 74"
Auvergne-Rhône-Alpes,Haras national d'Annecy,"Concernant le patrimoine de la région Auvergne-Rhône-Alpes, pouvez-vous nommer la ville où est situé le site 'Haras national d'Annecy' ?","Annecy, 74"
Auvergne-Rhône-Alpes,Haras national d'Annecy,Où est situé 'Haras national d'Annecy' (Auvergne-Rhône-Alpes) ? Donnez uniquement le nom de la commune.,"Annecy, 74"
Provence-Alpes-Côte d'Azur,Hôtel de Lestang-Parade,Localisation de 'Hôtel de Lestang-Parade' en Provence-Alpes-Côte d'Azur : dans quelle commune se trouve-t-il précisément ?,"Arles, 13"
Provence-Alpes-Côte d'Azur,Hôtel de Lestang-Parade,"Concernant le patrimoine de la région Provence-Alpes-Côte d'Azur, pouvez-vous nommer la ville où est situé le site 'Hôtel de Lestang-Parade' ?","Arles, 13"
Provence-Alpes-Côte d'Azur,Hôtel de Lestang-Parade,Où est situé 'Hôtel de Lestang-Parade' (Provence-Alpes-Côte d'Azur) ? Donnez uniquement le nom de la commune.,"Arles, 13"
Hauts-de-France,Vestiges anciens de la ville,Localisation de 'Vestiges anciens de la ville' en Hauts-de-France : dans quelle commune se trouve-t-il précisément ?,Gravelines
Hauts-de-France,Vestiges anciens de la ville,"Concernant le patrimoine de la région Hauts-de-France, pouvez-vous nommer la ville où est situé le site 'Vestiges anciens de la ville' ?",Gravelines
Hauts-de-France,Vestiges anciens de la ville,Où est situé 'Vestiges anciens de la ville' (Hauts-de-France) ? Donnez uniquement le nom de la commune.,Gravelines
Centre-Val de Loire,Château d'Autry,Localisation de 'Château d'Autry' en Centre-Val de Loire : dans quelle commune se trouve-t-il précisément ?,"Méreau, 18"
Centre-Val de Loire,Château d'Autry,"Concernant le patrimoine de la région Centre-Val de Loire, pouvez-vous nommer la ville où est situé le site 'Château d'Autry' ?","Méreau, 18"
Centre-Val de Loire,Château d'Autry,Où est situé 'Château d'Autry' (Centre-Val de Loire) ? Donnez uniquement le nom de la commune.,"Méreau, 18"
Centre-Val de Loire,Château,Le site 'Château' est-il un musée ou un monument historique ?,Monument historique
Centre-Val de Loire,Château,Quelle est la classification officielle de 'Château' en Centre-Val de Loire ?,Monument historique
Centre-Val de Loire,Château,'Château' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Normandie,Château d'eau-marégraphe,Localisation de 'Château d'eau-marégraphe' en Normandie : dans quelle commune se trouve-t-il précisément ?,quai Ferdinand-de-Lesseps
Normandie,Château d'eau-marégraphe,"Concernant le patrimoine de la région Normandie, pouvez-vous nommer la ville où est situé le site 'Château d'eau-marégraphe' ?",quai Ferdinand-de-Lesseps
Normandie,Château d'eau-marégraphe,Où est situé 'Château d'eau-marégraphe' (Normandie) ? Donnez uniquement le nom de la commune.,quai Ferdinand-de-Lesseps
Île-de-France,Ancien hôtel ou Quartier de Noailles ou ancienne Caserne de Monsieur ou anciennes écuries de la Du Barry,Quel est le numéro de département pour le site 'Ancien hôtel ou Quartier de Noailles ou ancienne Caserne de Monsieur ou anciennes écuries de la Du Barry' en Île-de-France ?,78
Île-de-France,Ancien hôtel ou Quartier de Noailles ou ancienne Caserne de Monsieur ou anciennes écuries de la Du Barry,A quel code départemental est rattaché le lieu 'Ancien hôtel ou Quartier de Noailles ou ancienne Caserne de Monsieur ou anciennes écuries de la Du Barry' ?,78
Île-de-France,Ancien hôtel ou Quartier de Noailles ou ancienne Caserne de Monsieur ou anciennes écuries de la Du Barry,Donnez le numéro de département correspondant à : Ancien hôtel ou Quartier de Noailles ou ancienne Caserne de Monsieur ou anciennes écuries de la Du Barry (Île-de-France).,78
Pays de la Loire,"Hôtel Demarie, actuellement musée d'histoire naturelle","Localisation de 'Hôtel Demarie, actuellement musée d'histoire naturelle' en Pays de la Loire : dans quelle commune se trouve-t-il précisément ?",Angers
Pays de la Loire,"Hôtel Demarie, actuellement musée d'histoire naturelle","Concernant le patrimoine de la région Pays de la Loire, pouvez-vous nommer la ville où est situé le site 'Hôtel Demarie, actuellement musée d'histoire naturelle' ?",Angers
Pays de la Loire,"Hôtel Demarie, actuellement musée d'histoire naturelle","Où est situé 'Hôtel Demarie, actuellement musée d'histoire naturelle' (Pays de la Loire) ? Donnez uniquement le nom de la commune.",Angers
Territoires et départements d'outre-mer,musée départemental d'archéologie,Quel est le numéro de département pour le site 'musée départemental d'archéologie' en Territoires et départements d'outre-mer ?,9 rue de La Liberté
Territoires et départements d'outre-mer,musée départemental d'archéologie,A quel code départemental est rattaché le lieu 'musée départemental d'archéologie' ?,9 rue de La Liberté
Territoires et départements d'outre-mer,musée départemental d'archéologie,Donnez le numéro de département correspondant à : musée départemental d'archéologie (Territoires et départements d'outre-mer).,9 rue de La Liberté
Martinique,Habitation sucrerie,Quel est le numéro de département pour le site 'Habitation sucrerie' en Martinique ?,972
Martinique,Habitation sucrerie,A quel code départemental est rattaché le lieu 'Habitation sucrerie' ?,972
Martinique,Habitation sucrerie,Donnez le numéro de département correspondant à : Habitation sucrerie (Martinique).,972
Nouvelle-Aquitaine,Fontaine de Lupin,Localisation de 'Fontaine de Lupin' en Nouvelle-Aquitaine : dans quelle commune se trouve-t-il précisément ?,"Saint-Nazaire-sur-Charente, 17"
Nouvelle-Aquitaine,Fontaine de Lupin,"Concernant le patrimoine de la région Nouvelle-Aquitaine, pouvez-vous nommer la ville où est situé le site 'Fontaine de Lupin' ?","Saint-Nazaire-sur-Charente, 17"
Nouvelle-Aquitaine,Fontaine de Lupin,Où est situé 'Fontaine de Lupin' (Nouvelle-Aquitaine) ? Donnez uniquement le nom de la commune.,"Saint-Nazaire-sur-Charente, 17"
Nouvelle-Aquitaine,Vestiges du château,Localisation de 'Vestiges du château' en Nouvelle-Aquitaine : dans quelle commune se trouve-t-il précisément ?,Malval
Nouvelle-Aquitaine,Vestiges du château,"Concernant le patrimoine de la région Nouvelle-Aquitaine, pouvez-vous nommer la ville où est situé le site 'Vestiges du château' ?",Malval
Nouvelle-Aquitaine,Vestiges du château,Où est situé 'Vestiges du château' (Nouvelle-Aquitaine) ? Donnez uniquement le nom de la commune.,Malval
Provence-Alpes-Côte d'Azur,Chapelle Saint-Blaise (ancienne),Localisation de 'Chapelle Saint-Blaise (ancienne)' en Provence-Alpes-Côte d'Azur : dans quelle commune se trouve-t-il précisément ?,Les Baux-de-Provence
Provence-Alpes-Côte d'Azur,Chapelle Saint-Blaise (ancienne),"Concernant le patrimoine de la région Provence-Alpes-Côte d'Azur, pouvez-vous nommer la ville où est situé le site 'Chapelle Saint-Blaise (ancienne)' ?",Les Baux-de-Provence
Provence-Alpes-Côte d'Azur,Chapelle Saint-Blaise (ancienne),Où est situé 'Chapelle Saint-Blaise (ancienne)' (Provence-Alpes-Côte d'Azur) ? Donnez uniquement le nom de la commune.,Les Baux-de-Provence
Nouvelle-Aquitaine,Château,Le site 'Château' est-il un musée ou un monument historique ?,Monument historique
Nouvelle-Aquitaine,Château,Quelle est la classification officielle de 'Château' en Nouvelle-Aquitaine ?,Monument historique
Nouvelle-Aquitaine,Château,'Château' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Bretagne,Chapelle Saint-Hervé,Quel est le numéro de département pour le site 'Chapelle Saint-Hervé' en Bretagne ?,56
Bretagne,Chapelle Saint-Hervé,A quel code départemental est rattaché le lieu 'Chapelle Saint-Hervé' ?,56
Bretagne,Chapelle Saint-Hervé,Donnez le numéro de département correspondant à : Chapelle Saint-Hervé (Bretagne).,56
Île-de-France,Hôtel de ville,Localisation de 'Hôtel de ville' en Île-de-France : dans quelle commune se trouve-t-il précisément ?,"Boulogne-Billancourt, 92"
Île-de-France,Hôtel de ville,"Concernant le patrimoine de la région Île-de-France, pouvez-vous nommer la ville où est situé le site 'Hôtel de ville' ?","Boulogne-Billancourt, 92"
Île-de-France,Hôtel de ville,Où est situé 'Hôtel de ville' (Île-de-France) ? Donnez uniquement le nom de la commune.,"Boulogne-Billancourt, 92"
Corse,Ancienne chapelle San-Quilico,Localisation de 'Ancienne chapelle San-Quilico' en Corse : dans quelle commune se trouve-t-il précisément ?,Poggio-d'Oletta
Corse,Ancienne chapelle San-Quilico,"Concernant le patrimoine de la région Corse, pouvez-vous nommer la ville où est situé le site 'Ancienne chapelle San-Quilico' ?",Poggio-d'Oletta
Corse,Ancienne chapelle San-Quilico,Où est situé 'Ancienne chapelle San-Quilico' (Corse) ? Donnez uniquement le nom de la commune.,Poggio-d'Oletta
Bretagne,Dolmen de Kerellec,Localisation de 'Dolmen de Kerellec' en Bretagne : dans quelle commune se trouve-t-il précisément ?,Trébeurden
Bretagne,Dolmen de Kerellec,"Concernant le patrimoine de la région Bretagne, pouvez-vous nommer la ville où est situé le site 'Dolmen de Kerellec' ?",Trébeurden
Bretagne,Dolmen de Kerellec,Où est situé 'Dolmen de Kerellec' (Bretagne) ? Donnez uniquement le nom de la commune.,Trébeurden
Martinique,Marché,Localisation de 'Marché' en Martinique : dans quelle commune se trouve-t-il précisément ?,"Les Trois-Ilets, 972"
Martinique,Marché,"Concernant le patrimoine de la région Martinique, pouvez-vous nommer la ville où est situé le site 'Marché' ?","Les Trois-Ilets, 972"
Martinique,Marché,Où est situé 'Marché' (Martinique) ? Donnez uniquement le nom de la commune.,"Les Trois-Ilets, 972"
Territoires et départements d'outre-mer,musée départemental d'art et d'histoire,Quel est le numéro de département pour le site 'musée départemental d'art et d'histoire' en Territoires et départements d'outre-mer ?,24 rue Peynier
Territoires et départements d'outre-mer,musée départemental d'art et d'histoire,A quel code départemental est rattaché le lieu 'musée départemental d'art et d'histoire' ?,24 rue Peynier
Territoires et départements d'outre-mer,musée départemental d'art et d'histoire,Donnez le numéro de département correspondant à : musée départemental d'art et d'histoire (Territoires et départements d'outre-mer).,24 rue Peynier
Hauts-de-France,Ferme de Fromez,Localisation de 'Ferme de Fromez' en Hauts-de-France : dans quelle commune se trouve-t-il précisément ?,Hallennes-lez-Haubourdin
Hauts-de-France,Ferme de Fromez,"Concernant le patrimoine de la région Hauts-de-France, pouvez-vous nommer la ville où est situé le site 'Ferme de Fromez' ?",Hallennes-lez-Haubourdin
Hauts-de-France,Ferme de Fromez,Où est situé 'Ferme de Fromez' (Hauts-de-France) ? Donnez uniquement le nom de la commune.,Hallennes-lez-Haubourdin
La Réunion,Ancienne usine de Pierrefonds,Localisation de 'Ancienne usine de Pierrefonds' en La Réunion : dans quelle commune se trouve-t-il précisément ?,Saint-Pierre
La Réunion,Ancienne usine de Pierrefonds,"Concernant le patrimoine de la région La Réunion, pouvez-vous nommer la ville où est situé le site 'Ancienne usine de Pierrefonds' ?",Saint-Pierre
La Réunion,Ancienne usine de Pierrefonds,Où est situé 'Ancienne usine de Pierrefonds' (La Réunion) ? Donnez uniquement le nom de la commune.,Saint-Pierre
Provence-Alpes-Côte d'Azur,Chapelle Notre-Dame des Anges,Quel est le numéro de département pour le site 'Chapelle Notre-Dame des Anges' en Provence-Alpes-Côte d'Azur ?,04
Provence-Alpes-Côte d'Azur,Chapelle Notre-Dame des Anges,A quel code départemental est rattaché le lieu 'Chapelle Notre-Dame des Anges' ?,04
Provence-Alpes-Côte d'Azur,Chapelle Notre-Dame des Anges,Donnez le numéro de département correspondant à : Chapelle Notre-Dame des Anges (Provence-Alpes-Côte d'Azur).,04
Guadeloupe,"Cathédrale Notre-Dame de Guadeloupe, ancienne église Saint-François","Quel est le numéro de département pour le site 'Cathédrale Notre-Dame de Guadeloupe, ancienne église Saint-François' en Guadeloupe ?",971
